amateursctf24-flagpatch,['reverse'],"retr0ds, k1n0r4, amunrha",2024-04-10 06:23:43.705000
asisfinals22-jry,pwn,DarkKnight,2022-12-31 12:55:49.516000
ctfzone-glitch_primes,crypto,Majin,2021-06-26 19:21:47.069000
volgactf24-pq,['crypto'],___apn___,2024-03-30 21:36:08.125000
defcon-quals23-maze,['misc'],"spektre, Z_Pacifist, L0xm1, Av4nth1ka, k1R4, fr1gh7, sk4d, Sans, d1sc0",Nil
pbctf21-out_of_order,pwn,"aDHIxx, Ritvik, shravya, k1R4, Nikhil, sourag, Pwn_Solo, DarkKnight, arsenelupwn",Nil
alles21-pyimplant,misc,f4lc0n,2021-09-03 22:43:21.356000
defconquals24-deenzone,['pwn'],"spektr.e, silence_, heartstoller, theb4tmite, z_pacifist, justk1r4, winters0x168, k1n0r4, hisoka.fr, sans8475, retr0ds, br34dcrumb, the.m3chanic, luc_f3r, l0x.me, tourpran, _r0r1_, rudraagh, kr4z31n, aerosol., sherlockcheezu, ___apn___, __m1m1__, gh0stkn1ght, hrippi.x_, aprnbji, shravya1687, sp3p3x, mahesh1613, _sherl0ck, arch_zero",Nil
kalmarctf23-easyonetimepad,crypto,"LS, victim1307, Abhishek Bharadwaj, DhN, Hisoka, chandu-kona",Nil
csaw-finals23-forensings,['forensics'],"gh0stkn1ght, sh.4rk, hridhya, jl911, azr43lkn1ght, sp3p3x, .d_pro",Nil
midnightsunquals21-geanu,reverse,akulpillai,2021-04-09 22:59:07.600000
starctf23-ezcrypto,['crypto'],"ma1f0y_, ___apn___, victim1307, lu513n, ls.exe, the_mechanic__, 0xd15c0, Sans",Nil
backdoorctf23-halo-_ack_again,['misc'],"im._.a.p, z_pacifist, justk1r4, sp3p3x, _r0r1_, jl_24, hrippi.x_",Nil
linectf23-hackatris,['pwn'],"spektre, k1R4, fr1gh7",Nil
fword21-invincible,crypto,chandu-kona,2021-08-28 19:24:00.320000
alles21-fomu,reverse,"fugitive, imm0rt4l_5t4rk, silverf3lix, bl4ck_Widw",2021-09-04 22:47:26.462000
htbcactf24-oracle,['pwn'],"silence_, justk1r4, b4tmite, heartstoller",2024-03-10 21:17:55.349000
acscctf24-shogi,['pwn'],"justk1r4, b4tmite, silence_, _r0r1_, spektr.e, tourpran, heartstoller",Nil
crewctf24-boring-lcg,['crypto'],"aerosol., silence_, sans8475",Nil
0ctf23-newdiary,['web'],"avntka, l0x.me, lu513n, ma1f0y_, luc_f3r, z_pacifist, winters0x168",Nil
ironctf-team3-game_of_hunt,['forensics'],__m1m1__,2024-10-05 15:15:40.111000
defconquals24-ndles,['pwn'],"justk1r4, spektr.e, _r0r1_",2024-05-05 05:08:06.476000
uoftctf24-nothing-to-return,['pwn'],tourpran,2024-01-13 23:30:57.428000
seccon21-corruptedflag,reverse,"fug1t1ve, AmunRha",2021-12-11 21:23:01.257000
linectf23-simplegame1,['reverse'],"Sherlock Cheezu, k1n0r4, Ad0lphus, shinobu, AmunRha, retr0ds",Nil
angstromctf-roustel,reverse,"silverf3lix, Vishnu Madhav, D3v1L, cjunior, Ranit, Hyp3ri0n",Nil
csawfinals22-corporate,forensics,"Azr43lKn1ght, Sabhya, Lu513n, sk4d, g4rud4, nandita sangeeth, spektre, Z_Pacifist",Nil
csawquals24-cbc,['crypto'],"sans8475, jl_24, ls.exe, hisoka.fr",2024-09-07 04:21:15.761000
acsc23-pcap-1,forensics,"w3!rd5h4rk, Azr43lKn1ght, nandita sangeeth",2023-02-25 10:09:44.007000
kalmarctf24-futuristic_secret_storage,['misc'],"heartstoller, justk1r4, silence_, sp3p3x",Nil
lactf24-glottem,['reverse'],"ls.exe, the.m3chanic, Sans, jatin.exe, r3d_t3mp3st, tricky_ninja",2024-02-17 22:39:02.210000
backdoorctf23-armoured-notes,['web'],"winters0x168, luc_f3r, z_pacifist, l0x.me, avntka",2023-12-17 00:37:30.013000
angstromctf-keysar,crypto,"Rithvik, abhishek bharadwaj",2021-04-03 08:01:55.465000
squarectf23-orakl,['reverse'],"the_mechanic__, jatin.exe, sherlockcheezu, ls.exe, retr0ds, tourpran",2023-11-18 07:53:18.799000
volgaquals21-knock-knock,crypto,"aniketm_, d3liri0us",2021-03-28 04:33:50.908000
ironctf-team2-rsa_2,['crypto'],aerosol.,2024-10-05 22:35:12.424000
htbcactf24-were_pickle_phreaks,['misc'],"z_pacifist, l0x.me, justk1r4, silence_",2024-03-13 23:35:47.109000
fword21-mac,forensics,"v1Ru5, a3x3k, Sampath, Ary",Nil
isidtu22-find,misc,"Sabhya, Azr43lKn1ght, Hisoka, LS",2022-11-13 00:42:39.137000
uoftctf24-baby_js_blacklist,['misc'],"tourpran, justk1r4",2024-01-14 14:56:01.916000
ritsec21-birdtheif,forensics,"Goutham Rajesh, Sampath, Aryaa, Abhishek S",2021-04-09 21:36:58.440000
angstromctf-fish,misc,4d0lphu5,2021-04-03 06:24:13.251000
ritsec21-babywasm,pwn,"arsenelupwn, shravya, g4rud4, DarkKnight, Pwn_Solo, sourag, careless_finch",Nil
hackasat-quals23-meet_me_at_the_middleway,['misc'],"Azr43lKn1ght, dhN, retr0ds, L0xm1, k1n0r4, Hisoka, Z_Pacifist, Lu513n, Av4nth1ka, Aneesh, fr1gh7, k1R4, nandita sangeeth, LS, w3!rd5h4rk, alfin",Nil
zer0ptsctf23-fvm,['reverse'],"the_mechanic__, sherlockcheezu, amunrha, k1n0r4",2023-07-16 06:45:15.273000
hacklu21-prototype,pwn,k1R4,2021-10-31 01:02:14.760000
htbcactf24-iced_tea,['crypto'],aerosol.,2024-03-09 21:57:06.246000
hacktm-quals23-cs2100,pwn,k1R4,2023-02-19 00:03:11.471000
b01lersctf24-choose_the_param,['crypto'],hisoka.fr,2024-04-13 12:31:40.817000
umassctf24-meet_my_computer_wife_karen,['forensics'],"gh0stkn1ght, kr4z31n, 5h4rrk, __m1m1__, rudraagh",2024-04-20 11:55:47.041000
bauhiniactf23-disconnect,['pwn'],"spektr.e, fr1gh7, _r0r1_, justk1r4",Nil
amateursctf24-dill-with-it,['reverse'],"retr0ds, tricky_ninja, kndn",2024-04-10 04:26:48.618000
faust24-lvm,['misc'],"silence_, spektr.e, r0h17h, hisoka.fr, k0w4lzk1, winters0x168, h3ri0s, kr4z31n, lu513n, rudraagh, _r0r1_, hrippi.x_, ___apn___, aerosol., retr0ds, azr43lkn1ght, theb4tmite, heartstoller, jl_24, 570rmbreaker, justk1r4, k1n0r4, arch_zero, .d_pro, gh0stkn1ght, d3vn37, sherlockcheezu, alfin3313, ma1f0y_",Nil
lactf24-flaglang,['web'],k0w4lsk1_,2024-02-17 13:34:43.588000
acsc23-pyso,reverse,"retr0ds, k1n0r4, AmunRha",Nil
alles21-boomer,crypto,"Vishvesh, careless_finch, 2TAP, Pavani Poluru, Abhishek Bharadwaj, Rithvik, V0ld3m0rt, ph03n1x, a3x3k, chandu-kona, Ary, Goutham, AmunRha, Ad0lphus",Nil
redpwn21-cool,web,"Rohit Narayanan M, yadhu, Az3z3l, Captain-kay, careless_finch, Sk4d00.sh, Aneesh",2021-07-10 13:55:12.459000
defcamp-quals23-log-forensics,['forensics'],"gh0stkn1ght, hridhya, sh.4rk",2023-10-20 19:32:32.833000
hitconctf24-penguin_and_crab,['reverse'],"k1n0r4, retr0ds, sherlockcheezu, the.m3chanic",Nil
linectf24-graphql101,['web'],"z_pacifist, lu513n, ma1f0y_, exigent07, r0h1t.pxh, k0w4lsk1_, avntka",2024-03-23 19:44:53.568000
crewctf24-curelf,['web'],"alfin3313, h3ri0s, exigent07, z_pacifist, k0w4lzk1, winters0x168",2024-08-03 19:13:03.371000
hsctf21-norightclick,web,Aneesh,2021-06-15 06:56:08.394000
osugamingctf-nathan-on-osu,['forensics'],"silence_, gh0stkn1ght, its_me_ask, j0dh7",2024-03-03 12:55:26.547000
uiuctf23-at_home,['crypto'],___apn___,2023-07-01 14:09:33.517000
googlectf21-atheris,pwn,"Ritvik, sourag, k1R4, DarkKnight, arsenelupwn, aDHIxx, Nikhil, shravya, Pwn_Solo",Nil
htbcactf24-dynastic,['crypto'],aerosol.,2024-03-09 20:20:59.588000
seetf23-fileuploader1,['web'],"Aneesh, L0xm1, Av4nth1ka, Z_Pacifist, Winters",Nil
amaturectf23-compact_xors,['crypto'],___apn___,2023-07-16 10:28:17.415000
dicectf22-flagle,reverse,fug1t1ve,2022-02-05 18:13:23.170000
sekaictf23-chunky,['web'],ma1f0y_,2023-08-27 17:36:52.956000
asisquals24-avini,['crypto'],"aerosol., ___apn___, hisoka.fr, sans8475, arch_zero, ls.exe",Nil
alles21-chat,web,"Az3z3l, yadhu, Sayooj B Kumar, Aneesh, Rohit Narayanan M, Sk4d00.sh, Cap-k, a3x3k",Nil
greyctf23-view_my_album,['web'],"sk4d, alfin",2023-05-20 16:05:52.813000
hackasat-quals23-drop-baby,['pwn'],"tourpran, spektre, fr1gh7",Nil
amaturectf23-rusteze-2,['reverse'],"sherlockcheezu, the_mechanic__, amunrha",2023-07-17 21:23:09.443000
ironctf-team1-math_gone_wrong,['misc'],arch_zero,2024-10-05 12:00:23.331000
tjctf24-cf3,['reverse'],"sherlockcheezu, retr0ds, the.m3chanic",2024-05-19 00:28:02.689000
n1ctf22-easy_s2,web,"Z_Pacifist, Aneesh, sk4d",2022-11-05 20:35:34.185000
seetf23-great-expectations,['pwn'],k1R4,2023-06-10 13:10:39.543000
bricsctf24-bigblackcode,['crypto'],"hisoka.fr, sans8475, ___apn___",2024-10-06 14:13:18.286000
b01lersctf23-cheating_scandal,['misc'],"retr0ds, gh0stkn1ght, Jl, B1u33, w3!rd5h4rk, Azr43lKn1ght, Z_Pacifist",Nil
ironctf-team3-dantzig_puzzle,['crypto'],silence_,2024-10-05 14:43:02.998000
volgactf24-find_the_flag_3,['web'],"exigent07, r0h1t.pxh, k0w4lsk1_",2024-03-31 00:19:37.073000
nahamcon24-base3200,['misc'],"silence_, theb4tmite, jarvis",2024-05-24 01:16:26.084000
amaturectf23-censorship,['misc'],"tourpran, _b1u33, ___apn___",2023-07-18 21:21:40.989000
uiuctf24-lost-canary,['reverse'],"tourpran, the.m3chanic",2024-06-30 22:52:17.953000
ugractf24-eat_the_rich,['crypto'],"Sans, ___apn___",2024-02-10 19:47:29.665000
infosecctf23-exclusive,['reverse'],"k1n0r4, retr0ds",2023-03-18 10:19:55.131000
tamuctf24-cracked,['web'],"z_pacifist, luc_f3r, ___apn___, ls.exe",2024-04-06 21:03:36.486000
backdoorctf23-secure_matrix_transmissions,['crypto'],"hisoka.fr, ls.exe, ___apn___",2023-12-18 16:12:06.579000
securinets23-the_betrayers,['forensics'],"azr43lkn1ght, gh0stkn1ght, jl911, stuxn3t, _b1u33, sp3p3x, sh.4rk, g4rud4",Nil
acsc23-snake,reverse,"AmunRha, Barla Abhishek, Ad0lphus, retr0ds, k1n0r4, r3x, Freakston",Nil
htbcactf-remote_computation,['misc'],"rori, Winters",2023-03-21 13:33:27.671000
securinets23-polylcg,['crypto'],"Sans, dhn5280, ___apn___, 0xd15c0, jarvis",2023-08-06 00:36:49.153000
vishwactf24-router,['forensics'],"its_me_ask, j0dh7, __m1m1__",2024-03-02 17:14:37.453000
googlectf23-papapapa,['misc'],"z_pacifist, sp3p3x, w3!RD5h4rk, Aneesh, Azr43lKn1ght, B1u33, spektre, L0xm1, Av4nth1ka, gh0stkn1ght",Nil
amaturectf23-you_get_extrainformation_2,['crypto'],Sans,2023-07-16 13:50:29.478000
n1ctf22-txt,misc,Z_Pacifist,2022-11-05 15:30:39.980000
securinetsfinals-runv2,reverse,"Sayooj B Kumar, AmunRha, fugitive, imm0rt4l_5t4rk, Barla Abhishek, Vishnu Madhav, Revathi chundi, D3v1L, 4d0lphu5, bl4ck_Widw, Aneesh, Rohit Narayanan M, Freakston, g4rud4",Nil
angstromctf23-checkers,['reverse'],th3mech4n1c,2023-04-22 09:50:44.887000
aaactf23-clawcrane,['crypto'],"hisoka.fr, ___apn___, Sans, aparna_11, ls.exe, dhn5280, victim1307",Nil
googlectf21-ebpf,pwn,"Ritvik, Pwn_Solo, Nikhil, sourag, DarkKnight, shravya, aDHIxx, k1R4, arsenelupwn",Nil
amateursctf24-javajail,['misc'],"silence_, heartstoller",2024-04-08 16:34:02.518000
imaginaryctf24-bank-revenge,['blockchain'],"komalrao, silence_",2024-07-21 11:50:59.536000
umdctf23-mirror_unknown,['forensics'],sp3p3x,2023-04-29 14:58:37.087000
cryptoctf-joe-19,['crypto'],hisoka.fr,2024-06-08 21:56:54.521000
insomnihack24-vaulty,['pwn'],_r0r1_,2024-01-20 15:45:02.042000
linectf24-heritage,['web'],"lu513n, z_pacifist, ma1f0y_",2024-03-24 01:20:38.551000
uoftctf24-export_grade_cipher,['crypto'],"im._.a.p, Sans, ___apn___, ls.exe",Nil
angstromctf-masochisticsnake,reverse,"fugitive, Vishnu Madhav, Freakston, D3v1L, bl4ck_Widw, 4d0lphu5, Barla Abhishek",Nil
seccon21-gosu_bof,pwn,"aDHIxx, k1R4, Ritvik, shravya, DarkKnight, Pwn_Solo, Nikhil",Nil
htbuniversity23-zombienator,['pwn'],"_r0r1_, spektr.e",2023-12-09 16:02:28.284000
kalmarctf24-badass_server_for_hypertext,['web'],"exigent07, lu513n, ma1f0y_, avntka, l0x.me, luc_f3r, r0h1t.pxh, k0w4lsk1_, z_pacifist, alfin, winters0x168, sk4d",Nil
cryptoctf23-resuction,['crypto'],victim1307,2023-07-08 16:10:32.746000
alles21-pixelcat,misc,"a3x3k, Ary, Sampath, Goutham, v1Ru5, arsenelupwn, imm0rt4l_5t4rk",Nil
osugamingctf-secret_map,['crypto'],"ls.exe, aerosol., silence_",2024-03-02 14:48:31.731000
ritsec21-numberstation,forensics,"Abhishek S, Sampath, Aryaa, Rithvik, g4rud4, arsenelupwn, careless_finch",Nil
tetctf24-flip_v2,['crypto'],"aerosol., tricky_ninja, silence_, Sans, ___apn___, marvelpokemaster, arch_zero",Nil
sekaictf24-intruder,['web'],z_pacifist,2024-08-24 14:15:58.924000
squarectf22-roplike_medium,pwn,"spektre, k1R4, fr1gh7, Claire de lune, DarkKnight",Nil
acsc23-serverless,reverse,"AmunRha, retr0ds, Barla Abhishek, DhN",2023-02-25 11:27:12.214000
m0leconteaser25-yet_another_ot,['crypto'],"hisoka.fr, ___apn___, arch_zero, aerosol.",Nil
nahamcon24-breath_of_the_wild,['forensics'],"sp3p3x, gh0stkn1ght, kr4z31n, 5h4rrk, jl_24, azr43lkn1ght, hrippi.x_, jatin.exe, __m1m1__, heartstoller, silence_, rudraagh",Nil
hacklu21-unsafe,pwn,"sourag, Ritvik, Nikhil, k1R4, Pwn_Solo, DarkKnight, aDHIxx, shravya",Nil
uiuctf24-key_in_haystack,['crypto'],ls.exe,2024-06-29 20:25:54.794000
crewctf24-ulele,['pwn'],"_r0r1_, tourpran",2024-08-04 07:29:22.783000
isitdtuquals24-re01,['reverse'],"k1n0r4, retr0ds, theb4tmite, heartstoller, silence_, 5h3nron",Nil
uiuctf24-log_action,['web'],"luc_f3r, winters0x168, alfin3313",2024-06-30 11:42:50.563000
blackhatmea24-rd-what-now,['reverse'],"sherlockcheezu, k1n0r4, jatin.exe, the.m3chanic, gh0stkn1ght",2024-09-02 15:31:11.343000
ironctf-team2-b64siteviewer,['web'],"k0w4lzk1, kr4z31n",2024-10-06 02:48:50.768000
googlectf23-postviewer-v2,['web'],"Aneesh, Winters, alfin, Lu513n, sk4d, Luc1f3r, L0xm1, z_pacifist, Av4nth1ka, Sayooj B Kumar",Nil
asisfinals22-raas-v1,web,"Z_Pacifist, sk4d",2022-12-30 21:10:38.426000
isitdtuquals24-simple_server,['web'],"alfin3313, z_pacifist, winters0x168",2024-10-26 22:15:22.878000
crewctf24-flaggy,['hardware'],"jatin.exe, br34dcrumb, silence_",Nil
csawfinals22-homeworkme,web,Aneesh,2022-11-10 22:53:25.302000
crewctf24-pacipac,['pwn'],"silence_, heartstoller",2024-08-04 02:05:38.016000
umdctf23-beep-boop,['hardware'],"Aneesh, Lu513n",2023-04-30 16:49:27.110000
isidtu22-teleport,reverse,"k1n0r4, AmunRha, Ad0lphus, Barla Abhishek, retr0ds",Nil
isitdtufinals22-l34k,misc,"Azr43lKn1ght, Sabhya, fr1gh7, nandita sangeeth, L0xm1, spektre, Aneesh, Av4nth1ka, alfin, AmunRha, g4rud4",Nil
amateursctf24-summit,['pwn'],"tourpran, spektr.e, justk1r4, silence_, _r0r1_, b4tmite",Nil
bricsctf24-xoshiro256,['crypto'],"___apn___, sans8475, heartstoller, jatin.exe, k1n0r4",Nil
htbcactf24-primary_knowledge,['crypto'],"silence_, aerosol.",2024-03-10 20:38:12.372000
squarectf22-ez-pwn-2,pwn,k1R4,2022-11-19 11:16:21.592000
defcamp-quals23-circles,['crypto'],"the_mechanic__, Sans, ___apn___, sherlockcheezu",2023-10-21 04:05:27.119000
acsc23-check_number_63,crypto,"chandu-kona, DhN",2023-02-26 05:56:45.994000
htbcactf-signal,['reverse'],"k1n0r4, retr0ds, dhN, Sherlock Cheezu, th3mech4n1c",Nil
b01lersctf23-poeticrypto,['crypto'],"dhN, victim1307, Hisoka, LS",Nil
squarectf23-crypto_slide_quest,['crypto'],"ls.exe, hisoka.fr, aparna_11",2023-11-18 00:06:07.147000
uiuctf24-snore_signatures,['crypto'],"sans8475, ___apn___",2024-06-29 23:09:01.911000
vishwactf24-crack_me,['reverse'],"r3d_t3mp3st, tricky_ninja, the.m3chanic, silence_, b4tmite",Nil
amateursctf24-creative-login-page-challenge,['web'],"k0w4lsk1_, ma1f0y_, z_pacifist, alfin, 570rmbreaker, r0h1t.pxh, luc_f3r, winters0x168",2024-04-07 22:25:40.573000
asisfinals22-phpphpphp,web,"sk4d, Aneesh, Av4nth1ka, Z_Pacifist, alfin, Lu513n, L0xm1",Nil
tjctf24-fetcher,['web'],k0w4lzk1,2024-05-18 12:51:29.633000
starctf23-snippingtools,['misc'],"ma1f0y_, azr43lkn1ght, sh.4rk, gh0stkn1ght, _b1u33, jl911",Nil
fword21-saw,reverse,"silverf3lix, D3v1L, AmunRha, Ad0lphus, Vishnu Madhav, fugitive, bl4ck_Widw, Barla Abhishek, Freakston, imm0rt4l_5t4rk, 4lex1, Revathi",Nil
defcamp-quals23-code-transpiler,['web'],"z_pacifist, luc_f3r, winters.ggs",2023-10-20 19:57:13.079000
linectf24-hacklolo,['pwn'],"b4tmite, heartstoller, tourpran, silence_, _r0r1_, spektr.e, justk1r4",Nil
n1ctf22-easymaze,misc,"Azr43lKn1ght, Sabhya, nandita sangeeth, fr1gh7, Aneesh, Lu513n, LS, Z_Pacifist, Hisoka, spektre, k1R4",Nil
ritsec21-osintchallenge,misc,"Abhishek S, Aryaa, Sampath",2021-04-11 10:01:50.789000
ironctf-team2-introspection,['misc'],theb4tmite,2024-10-06 02:52:09.607000
ctfzonequals24-exitinator,['reverse'],"the.m3chanic, retr0ds",2024-08-11 03:01:18.939000
htbcactf-questionnaire,['pwn'],rori,2023-03-18 19:28:12.413000
angstromctf-seaofquills2,web,"Az3z3l, Captain-kay, Rohit Narayanan M, Aneesh nadh R, Sayooj_B_Kumar, yadhuz",2021-04-04 14:30:09.991000
securinetsquals22-ftp,pwn,DarkKnight,2022-04-10 15:40:33.226000
uiuctf24-backup-power,['pwn'],"silence_, _r0r1_, tourpran, theb4tmite, heartstoller, justk1r4",2024-06-30 12:56:01.882000
bhmea-quals23-can_you_break_the_armor,['reverse'],"_r0r1_, the_mechanic__, azr43lkn1ght, k1n0r4, retr0ds",Nil
googlectf23-write_flag_where2,['pwn'],"rori, spektre",2023-06-24 12:55:38.372000
angstromctf24-pycjail,['misc'],"justk1r4, ma1f0y_, heartstoller",2024-05-27 20:03:25.047000
b01lersctf24-b01lersparlay,['misc'],z_pacifist,2024-04-14 11:04:53.612000
backdoorctf23-konsolidator,['pwn'],_r0r1_,2023-12-16 19:41:49.045000
redpwn21-substitution-game,misc,"g4rud4, d3liri0us, Sampath, a3X3k, Goutham, chandu-kona, Majin, Revathi chundi",Nil
angstromctf23-bananas,['reverse'],"Sherlock Cheezu, th3mech4n1c, shinobu, R3x",2023-04-22 15:34:33.815000
midnightsun23-spd-c,['pwn'],"tourpran, k1R4, spektre",Nil
hsctf23-keygen,['reverse'],Sherlock Cheezu,2023-06-05 18:04:29.174000
nahamcon-ctf23-forge_me1,['crypto'],"Sans, Hisoka",Nil
tetctf24-hello_from_api_gw,['web'],"winters0x168, z_pacifist, r0h1t.pxh, k0w4lsk1_, exigent07, l0x.me, Cap-k, ma1f0y_, luc_f3r, avntka, lu513n, .d_pro",Nil
htbcactf24-deathnote,['pwn'],"b4tmite, silence_, justk1r4, heartstoller, _r0r1_",2024-03-10 12:35:29.231000
vikectf24-robo_erik,['misc'],"its_me_ask, j0dh7, jl_24, gh0stkn1ght, 5h4rrk, heartstoller, b4tmite, _r0r1_, sp3p3x, justk1r4, aerosol., silence_",Nil
csaw-finals23-hells,['reverse'],"k1n0r4, retr0ds, sherlockcheezu, the_mechanic__, justk1r4",Nil
osugamingctf-when_you_see_it,['misc'],"silence_, arch_zero, heartstoller",2024-03-02 15:44:45.646000
htbcactf24-fake_boost,['forensics'],"its_me_ask, j0dh7, __m1m1__",2024-03-11 17:05:27.942000
maplectf23-handshake,['crypto'],"Sans, 0xd15c0, ___apn___, dhn5280",Nil
sekaictf24-lookup,['web'],"alfin3313, z_pacifist, ma1f0y_, luc_f3r, winters0x168, k0w4lzk1, h3ri0s, exigent07",Nil
ironctf-team2-loanapp,['web'],k0w4lzk1,2024-10-06 02:49:01.416000
cybermimic21-mimicryswitch,pwn,"DarkKnight, Pwn_Solo, sourag, Nikhil, shravya, k1R4, aDHIxx",Nil
hsctf21-digitsofpi,web,Aneesh,2021-06-16 09:11:51.358000
hxpctf22-shadertoy_plus_plus,['pwn'],"spektre, k1R4, fr1gh7",Nil
nahamcon24-lockedbox,['reverse'],retr0ds,2024-05-24 11:07:25.192000
cybrics21-announcement,web,"Az3z3l, yadhu, Sk4d00.sh, Aneesh, Rohit Narayanan M, careless_finch",2021-07-24 19:39:23.368000
umd22-gqrx,misc,cjunior,2022-03-05 18:18:39.221000
