htbunictf21-outoftime,misc,Hyperi0n,2021-11-20 17:08:59.908000
midnightsunquals21-murmur,reverse,"Freakston, D3v1L, AmunRha, Vishnu Madhav",2021-04-10 01:44:00.989000
boilersctf21-lorem_ipsum,web,"yadhuz, Sayooj_B_Kumar, Captain-kay, Sk4d00.sh, Az3z3l",2021-04-04 14:01:07.041000
tamuctf24-flipped,['web'],"winters0x168, ___apn___",2024-04-06 09:24:04.527000
vikectf24-hidden_valor,['misc'],"its_me_ask, heartstoller, j0dh7",2024-03-09 10:41:36.773000
umd22-tiny,reverse,"AmunRha, fug1t1ve",2022-03-05 13:41:36.075000
idekctf24-gambler,['pwn'],silence_,2024-08-18 00:24:12.640000
umassctf24-mitigations,['pwn'],_r0r1_,2024-04-21 22:12:30.613000
nahamcon-ctf23-starwars,['web'],"z_pacifist, L0xm1",2023-06-16 17:23:11.587000
hsctf21-stonks,pwn,arsenelupwn,2021-06-15 09:39:17.159000
tjctf24-minisculest,['forensics'],"kr4z31n, 5h4rrk, gh0stkn1ght, rudraagh, __m1m1__",2024-05-19 21:53:46.785000
byuctf24-all,['pwn'],silence_,2024-05-17 13:21:53.225000
squarectf23-encrcroach,"['crypto', 'web']",ls.exe,2023-11-18 06:37:03.660000
securinets23-admin-service,['pwn'],justk1r4,2023-08-06 23:31:26.996000
htbcactf24-labyrinth,['web'],"r0h1t.pxh, k0w4lsk1_, exigent07",2024-03-10 13:26:21.826000
midnightsun23-meme-control,['pwn'],k1R4,2023-04-08 18:55:14.668000
seetf23-express_javascript_security,['web'],"Aneesh, Winters",2023-06-10 12:32:41.121000
idekctf24-golden_ticket,['crypto'],hisoka.fr,2024-08-17 17:47:11.294000
mapnactf24-ninipwn,['pwn'],silence_,2024-01-21 18:13:45.341000
umdctf23-bulbeuler,['crypto'],Hisoka,2023-04-29 20:25:20.331000
downunderctf24-intercepted_transmissions,['misc'],"hrippi.x_, kr4z31n, .d_pro, __m1m1__",2024-07-06 19:29:49.503000
redpwn21-requester,web,"Aneesh, Rohit Narayanan M, Captain-kay, Sk4d00.sh",2021-07-12 12:11:26.436000
idekctf24-a_silence_of_three_parts,['pwn'],"_r0r1_, spektr.e",2024-08-19 04:10:22.036000
squarectf22-right_there,reverse,"retr0ds, Barla Abhishek",2022-11-19 20:53:35.030000
uoftctf24-guestbook,['web'],ma1f0y_,2024-01-14 00:02:35.450000
ritsec21-apt_interference,misc,"4D!TY4, Abhishek S",2021-04-12 10:47:26.627000
csaw-quals23-linear-regression,['misc'],"hisoka.fr, justk1r4, fr1gh7",2023-09-16 16:15:23.660000
ironctf-team1-uncrackablezip,['forensics'],rudraagh,2024-10-05 16:12:49.088000
amateursctf24-densely-paked,['misc'],"its_me_ask, j0dh7, 5h4rrk",2024-04-07 11:32:54.371000
htbcactf24-an_unusual_sighting,['forensics'],gh0stkn1ght,2024-03-12 17:02:56.956000
squarectf23-just_go_around,['web'],winters.ggs,2023-11-18 02:15:38.457000
alles21-pyimplant,misc,f4lc0n,2021-09-03 22:43:21.356000
htbcactf24-multidigilingual,['misc'],"z_pacifist, heartstoller, silence_",2024-03-12 17:59:57.183000
amaturectf23-i-love-ffi,['pwn'],"tourpran, justk1r4",2023-07-16 14:07:51.584000
hxpctf22-yor,['crypto'],"Lu513n, Aneesh, Z_Pacifist, sk4d, dhN, LS, victim1307, Hisoka, Abhishek Bharadwaj",2023-03-11 22:44:56.124000
tpctf23-safebox,['misc'],ls.exe,2023-11-26 22:29:20.962000
asisfinals22-bedouin,crypto,"LS, Hisoka, 4n4rch15t",2022-12-30 22:39:19.154000
acsc23-snukebird,pwn,"fr1gh7, DarkKnight, spektre",2023-02-25 16:09:18.990000
linectf24-graphql101,['web'],"z_pacifist, lu513n, ma1f0y_, exigent07, r0h1t.pxh, k0w4lsk1_, avntka",2024-03-23 19:44:53.568000
lactf23-rick-roll,pwn,"fr1gh7, spektre",2023-02-11 18:54:21.082000
umdctf23-pokeball_escape,['android'],drunken_betch,2023-04-29 17:34:28.022000
asisctf-quals23-renamiara,['crypto'],Sans,2023-09-23 19:41:48.881000
sekaictf23-ilovethisworld,['misc'],_r0r1_,2023-08-27 18:18:08.292000
downunderctf24-wacky-recipe,['misc'],"the.m3chanic, sp3p3x, gh0stkn1ght",2024-07-06 05:19:09.970000
isidtu22-upload,web,"Z_Pacifist, alfin, Av4nth1ka, L0xm1, Aneesh",2022-11-12 19:46:35.490000
angstromctf24-heapify,['pwn'],"tourpran, silence_, justk1r4",2024-05-25 16:54:46.267000
csawquals24-charlies-angels,['web'],"z_pacifist, k0w4lzk1, hisoka.fr, ma1f0y_, luc_f3r, alfin3313, h3ri0s",2024-09-07 14:01:46.017000
plaidctf24-valornt,['pwn'],"tourpran, spektr.e",2024-04-13 22:44:24.574000
redpwn21-bread,reverse,AmunRha,2021-07-10 01:56:34.961000
hitcon22-checker,reverse,"retr0ds, Barla Abhishek, AmunRha, k1n0r4",2022-11-27 13:48:34.395000
ctfzone-quals23-right_decision,['crypto'],"___apn___, dhn5280, Sans, 0xd15c0",2023-08-13 07:51:58.369000
hackluctf23-new_house,['pwn'],"tourpran, spektr.e, justk1r4",2023-10-14 15:14:06.768000
isidtu22-no_sandbox,web,Aneesh,2022-11-12 16:34:30.644000
hackimctf23-hackthehash,['pwn'],justk1r4,2023-08-19 21:15:35.791000
angstromctf-seaofquills2,web,"Az3z3l, Captain-kay, Rohit Narayanan M, Aneesh nadh R, Sayooj_B_Kumar, yadhuz",2021-04-04 14:30:09.991000
angstromctf24-layers,['crypto'],aerosol.,2024-05-25 11:55:46.623000
hackimctf23-ipfilter,['web'],lu513n,2023-08-19 20:09:49.791000
iitbctf23-fradulent_graphs_log_analysis,['misc'],"ls.exe, lu513n",2023-10-22 05:17:49.383000
compfest24-brainrot_song_libraryv2,['pwn'],"_r0r1_, tourpran",2024-09-08 23:25:30.349000
squarectf22-ez-pwn-2,pwn,k1R4,2022-11-19 11:16:21.592000
umassctf24-polyglot,['misc'],"570rmbreaker, k0w4lzk1",2024-04-20 15:38:39.041000
vishwactf24-boot_failed,['web'],"k0w4lsk1_, luc_f3r, z_pacifist, r0h1t.pxh, exigent07",2024-03-03 15:47:36.306000
greyctf23-vault,['crypto'],"LS, dhN, Hisoka",2023-05-19 23:21:12.622000
csaw-finals23-textbook-rsa,['crypto'],"ls.exe, hisoka.fr, ___apn___",2023-11-09 23:13:15.556000
ritsec21-answers,misc,"careless_finch, Aneesh nadh R",2021-04-11 18:56:44.027000
byuctf24-step-eclipse,['osint'],"z_pacifist, silence_",2024-05-17 17:04:51.712000
sekaictf23-eval_me,['forensics'],"sh.4rk, azr43lkn1ght, _b1u33",2023-08-25 23:36:21.675000
squarectf22-xark,web,yadhu,2022-11-19 09:16:55.393000
pwn2win-lost_exponent,misc,"Majin, v4d3r, V0ld3m0rt, chandu-kona, Abhishek Bharadwaj",2021-05-30 15:16:18.390000
lactf24-terms-and-conditions,['web'],"k0w4lsk1_, k0w4lsk1_",2024-02-17 12:51:03.340000
angstromctf-relativelysimplealgorithm,crypto,abhishek bharadwaj,2021-04-03 06:26:07.009000
pbctf21-cosmo,reverse,fugitive,2021-10-09 14:19:10.102000
backdoorctf23-beginner-menace,['forensics'],jl_24,2023-12-16 17:40:53.011000
securinets23-ret2libc,['pwn'],tourpran,2023-08-06 05:50:34.973000
amaturectf23-funny_factors,['web'],"win.ters, z_pacifist",2023-07-16 16:12:07.752000
csawquals24-mini-golfing,['pwn'],"silence_, tourpran, justk1r4, spektr.e, theb4tmite, heartstoller, _r0r1_",2024-09-07 00:51:00.071000
amaturectf23-headache,['reverse'],"sherlockcheezu, k1n0r4, retr0ds",2023-07-16 22:57:52.447000
byuctf24-vacation_boats,['osint'],__m1m1__,2024-05-18 07:15:15.523000
kalmarctf24-ez_v2,['web'],z_pacifist,2024-03-16 13:04:00.318000
hackimctf23-magic_cars,['web'],"winters.ggs, lu513n, luc_f3r, ma1f0y_",2023-08-19 22:05:22.531000
infosecctf23-t_jungle,['web'],L0xm1,2023-03-18 11:24:35.987000
hacklu21-whatthehecc,crypto,chandu-kona,2021-10-31 18:56:25.452000
infosecctf23-easy_temp,['web'],"Av4nth1ka, L0xm1",2023-03-18 11:24:49.733000
defcamp22-webintro,web,"Z_Pacifist, Aneesh, Sayooj B Kumar, Rohit Narayanan M, Sk4d00.sh",2022-02-11 15:06:33.803000
midnightsunquals21-frank_b,crypto,"careless_finch, ashutosha, V0ld3m0rt",2021-04-10 17:18:02.281000
umd22-trainfck,reverse,"AmunRha, LS",2022-03-05 17:34:14.411000
asisquals21-justpwnit,pwn,"k1R4, sourag, Ritvik, DarkKnight",2021-10-22 21:05:21.710000
angstromctf-lock,reverse,AmunRha,2021-04-04 19:17:19.724000
asisquals24-detic,['misc'],"spektr.e, silence_, kr4z31n, arch_zero",2024-09-22 14:39:57.399000
asisquals24-bedme,['reverse'],"the.m3chanic, retr0ds",2024-09-22 12:41:58.505000
justctf23-nucleus,['pwn'],tourpran,2023-06-04 19:19:21.789000
crewctf24-crymem,['forensics'],"azr43lkn1ght, rudraagh, kr4z31n, 5h4rrk, jl_24, gh0stkn1ght, __m1m1__, sp3p3x, hrippi.x_",2024-08-03 03:59:53.953000
mapnactf24-tampered,['forensics'],"a.s.k3052, jodeeel",2024-01-20 21:34:23.359000
infosecctf23-double_or_nothing,['crypto'],"victim1307, dhN",2023-03-18 11:11:10.963000
fword21-listening,forensics,"g4rud4, Cap-k, Az3z3l",2021-08-28 13:04:49.258000
angstromctf-jar,web,"Rohit Narayanan M, Aneesh nadh R, Sayooj_B_Kumar, Sk4d00.sh, Aiswarya, Srividhya",2021-04-04 11:43:14.492000
kalmarctf23-invoiced,web,Az3z3l,2023-03-04 10:03:27.099000
hsctf21-sneks,reverse,"Barla Abhishek, fugitive",2021-06-15 13:16:16.243000
hsctf23-producing-3s,['misc'],"LS, tourpran, spektre, rori, k1R4",2023-06-06 21:59:54.304000
htbcactf-labyrinth,['pwn'],rori,2023-03-18 22:59:17.572000
umdctf23-fire_type_pokemon_only,['forensics'],"sp3p3x, Azr43lKn1ght, w3!rd5h4rk",2023-04-29 17:51:15.364000
midnightsun23-matchmaker,['web'],"Z_Pacifist, Lu513n",2023-04-09 00:20:00.726000
imaginaryctf24-ropity,['pwn'],"silence_, _r0r1_",2024-07-20 07:03:30.533000
alles21-sanity,web,Az3z3l,2021-09-03 21:32:10.351000
defcamp-quals23-code-transpiler,['web'],"z_pacifist, luc_f3r, winters.ggs",2023-10-20 19:57:13.079000
ironctf-team3-trasure-hunt,['android'],silence_,2024-10-06 08:46:58.480000
htbuniversity23-biobundle,['reverse'],k1n0r4,2023-12-08 18:46:38.132000
domctf23-candcc,['web'],winters.ggs,2023-10-06 22:38:33.935000
boilersctf21-1000words,reverse,"silverf3lix, Freakston, fugitive, D3v1L, Vishnu Madhav",2021-04-04 18:45:04.643000
lactf24-holyt,['crypto'],ls.exe,2024-02-17 16:34:13.906000
csaw-maze,reverse,fug1t1ve,2021-11-14 18:29:42.771000
downunderctf24-marketing,['osint'],"kr4z31n, __m1m1__, rudraagh, silence_, heartstoller",2024-07-06 16:55:15.331000
cybermimic22-adas,web,"alfin, Sabhya",2022-12-15 21:36:16.762000
starctf23-flagfile,['reverse'],crum6s,2023-07-30 00:31:24.396000
hsctf23-fast-forward-v2,['misc'],"k1R4, Aneesh",2023-06-08 16:44:20.320000
defcamp22-blindsight,pwn,"DarkKnight, k1R4",2022-02-11 19:28:25.474000
downunderctf24-yawa,['pwn'],"theb4tmite, heartstoller",2024-07-05 18:26:29.095000
ironctf-team3-hopper,['pwn'],"silence_, heartstoller",2024-10-05 16:01:19.760000
aaactf23-mygo,['web'],"winters.ggs, lu513n, alfin",2023-10-29 22:23:50.053000
angstromctf-circle-of-trust,crypto,careless_finch,2021-04-04 23:15:35.961000
uoftctf24-zero,['misc'],"tourpran, justk1r4, im._.a.p",2024-01-14 13:33:08.557000
hsctf21-digitsofpi,web,Aneesh,2021-06-16 09:11:51.358000
vishwactf24-poly_fun,['crypto'],"hisoka.fr, sans8475",2024-03-01 21:27:46.333000
htbcactf24-maze-of-mist,['pwn'],"justk1r4, silence_, tourpran",2024-03-12 00:53:40.178000
lakectf23-funtran,['reverse'],jatin.exe,2023-11-05 06:21:09.777000
htbcactf24-game_invitation,['forensics'],"5h4rrk, its_me_ask, j0dh7, __m1m1__",2024-03-10 14:55:46.157000
htbcactf24-stop_drop_roll,['misc'],"b4tmite, silence_",2024-03-10 13:17:41.801000
umdctf23-pokemon_game,['pwn'],"k1R4, rori, tourpran, fr1gh7, spektre",2023-04-30 16:31:10.170000
lactf23-gatekeep,pwn,fr1gh7,2023-02-11 18:57:07.814000
hsctf23-doubler,['pwn'],tourpran,2023-06-06 11:53:44.783000
acscctf24-buggy_bounty,['web'],"z_pacifist, winters0x168, luc_f3r, alfin, l0x.me, avntka",2024-03-30 11:01:46.919000
tjctf24-accountleak,['crypto'],sans8475,2024-05-18 02:02:19.181000
imaginaryctf24-amazing-race,['web'],"h3ri0s, z_pacifist, k0w4lzk1",2024-07-21 18:40:54.606000
htbcactf-dsp,['reverse'],"th3mech4n1c, Sherlock Cheezu",2023-03-22 18:08:28.350000
downunderctf24-decrypt-then-eval,['crypto'],"ls.exe, ___apn___, sans8475",2024-07-05 19:02:24.783000
volgaquals21-qrcodebook,crypto,"d3liri0us, aniketm_",2021-03-28 16:57:15.526000
hsctf21-gelcode,pwn,"k1R4, DarkKnight",2021-06-16 15:33:28.056000
amateursctf24-heaps-of-fun,['pwn'],"tourpran, spektr.e, justk1r4",2024-04-05 23:10:42.353000
lactf24-mixed_signals,['misc'],"j0dh7, its_me_ask",2024-02-17 13:06:01.430000
securinets23-one_is_enough,['pwn'],_r0r1_,2023-08-06 11:30:41.399000
angstromctf24-guess_the_flag,['reverse'],theb4tmite,2024-05-25 10:45:40.801000
lakectf23-vigenere_cbc,['crypto'],"ls.exe, Sans",2023-11-05 01:43:07.737000
sekaictf23-network_tools,['pwn'],"_r0r1_, spektr.e",2023-08-26 09:43:02.950000
htbcactf24-it_has_begun,['forensics'],"its_me_ask, j0dh7",2024-03-09 20:04:31.690000
iitbctf23-phenominalrsa,['web'],"lu513n, ls.exe, z_pacifist, hisoka.fr",2023-10-21 19:01:09.092000
infosecctf23-extreme,['web'],"Lu513n, sk4d, Aneesh, L0xm1",2023-03-18 19:15:17.072000
n1ctf22-easy_s2,web,"Z_Pacifist, Aneesh, sk4d",2022-11-05 20:35:34.185000
tamuctf24-truncated_1,['crypto'],"hisoka.fr, aerosol., ___apn___",2024-04-06 14:55:29.110000
angstromctf-pawn,pwn,"DarkKnight, sourag, Ritvik",2021-04-04 00:35:36.196000
angstromctf24-pastebin,['web'],"z_pacifist, alfin3313, luc_f3r",2024-05-25 12:10:57.526000
cybrics21-signer,crypto,Majin,2021-07-24 19:51:40.071000
downunderctf24-prisoner,['web'],"lu513n, ma1f0y_",2024-07-07 14:48:57.292000
dragonctf21-noflippidy,pwn,"DarkKnight, k1R4, Ritvik",2021-11-27 22:43:18.774000
ironctf-team2-cereal,['web'],k0w4lzk1,2024-10-06 02:48:59.681000
uiuctf24-x_marked_the_spot,['crypto'],arch_zero,2024-06-29 12:40:59.621000
hsctf21-pallets-of-gold,misc,Rithvik,2021-06-16 11:22:00.069000
csaw-finals23-ancient_forensics,['forensics'],"sh.4rk, hridhya, azr43lkn1ght, gh0stkn1ght, jl911, sp3p3x",2023-11-10 19:04:18.033000
byuctf24-bitlockered,['forensics'],"azr43lkn1ght, sp3p3x, hrippi.x_, jl_24, 5h4rrk, gh0stkn1ght",2024-05-17 19:03:58.685000
sekaictf24-tagless,['web'],"k0w4lzk1, alfin3313, exigent07, h3ri0s",2024-08-24 00:02:29.620000
tamuctf24-resistant,['reverse'],the.m3chanic,2024-04-06 07:01:01.507000
csawquals24-hexhex,['crypto'],"___apn___, ls.exe",2024-09-06 22:37:17.812000
securinetsquals22-whale,forensics,"g4rud4, careless_finch",2022-04-10 12:15:49.182000
htbunictf22-magic_informer,web,Z_Pacifist,2022-12-02 19:48:00.835000
volgactf24-single_r,['crypto'],hisoka.fr,2024-03-31 02:26:12.360000
boilersctf21-gdpr,web,careless_finch,2021-04-04 03:56:01.075000
tamuctf24-five,['pwn'],"justk1r4, silence_, heartstoller",2024-04-06 17:59:06.269000
ductf23-xxd_server,['web'],"z_pacifist, alfin",2023-09-03 14:48:04.953000
hacklu21-silverwater,crypto,"careless_finch, Nilabha",2021-10-30 00:28:48.511000
htbunictf21-arachnoid,pwn,k1R4,2021-11-19 19:15:00.585000
lactf23-clt2,crypto,LS,2023-02-11 11:52:46.648000
uoftctf24-worble,['reverse'],"sherlockcheezu, retr0ds, Sans",2024-01-14 22:48:33.487000
compfest24-money_gone_wallet_also_gone,['crypto'],___apn___,2024-09-08 11:00:52.204000
angstromctf23-directory,['web'],Lu513n,2023-04-22 11:21:36.748000
downunderctf24-number_mashing,['reverse'],"kndn, kndn, the.m3chanic",2024-07-05 22:11:47.213000
byuctf24-verse,['reverse'],"the.m3chanic, retr0ds",2024-05-18 00:40:36.878000
nahamcon-ctf23-wheres-waldo,['android'],drunken_betch,2023-06-16 18:29:18.355000
umassctf24-100-degrees,['misc'],hisoka.fr,2024-04-20 10:19:31.913000
csawfinals22-the_lengths_extend,crypto,"victim1307, LS",2022-11-11 02:14:25.421000
nahamcon24-indicium,['ai'],"azr43lkn1ght, sp3p3x, jl_24, gh0stkn1ght, sans8475",2024-05-24 02:28:08.355000
amateursctf24-denied,['web'],570rmbreaker,2024-04-05 22:03:30.355000
cryptoctf23-tpsd,['crypto'],"hisoka.fr, ls.exe",2023-07-08 00:33:12.218000
ironctf-team1-mango,['web'],exigent07,2024-10-05 17:00:45.153000
byuctf24-mipscode,['pwn'],"theb4tmite, _r0r1_, heartstoller, silence_, justk1r4",2024-05-18 17:54:08.420000
csaw-afraidofloss,forensics,stuxn3t,2021-11-13 14:20:48.333000
osugamingctf-kfc-with-who,['osint'],b4tmite,2024-03-02 00:00:24.721000
hsctf21-geographic-mapping,misc,a3X3k,2021-06-15 21:13:01.588000
infosecctf23-cv_pwner,['web'],"Z_Pacifist, L0xm1, Av4nth1ka",2023-03-18 15:37:49.046000
umd22-magic_plagueis,forensics,P4BLØ,2022-03-05 13:30:53.510000
hsctf21-opisthocomus-hoazin,crypto,"Abhishek Bharadwaj, Rithvik",2021-06-15 06:31:47.430000
cryptoctf23-blue_office,['crypto'],"ls.exe, hisoka.fr",2023-07-07 20:00:53.737000
fword21-omen,reverse,AmunRha,2021-08-28 21:59:57.325000
cybersecurityrumble_quals24-flag_finder,['misc'],"k0w4lzk1, 570rmbreaker, exigent07, h3ri0s",2024-05-12 14:05:16.774000
lactf23-metaverse,web,Z_Pacifist,2023-02-11 22:47:46.580000
nahamcon24-hackerwebstore,['web'],"k0w4lzk1, .d_pro, z_pacifist, alfin3313, winters0x168",2024-05-24 22:45:50.462000
infosecctf23-riv,['crypto'],"dhN, victim1307",2023-03-18 10:07:37.657000
byuctf24-musles,['reverse'],"tricky_ninja, kndn",2024-05-17 19:22:56.396000
hacklu21-tenbagger,misc,f4lc0n,2021-10-29 23:41:51.686000
hsctf21-geographic-mapping-2,misc,"a3X3k, Sampath",2021-06-16 20:49:26.597000
lactf24-penguin-login,['web'],"r0h1t.pxh, exigent07, k0w4lsk1_",2024-02-17 18:35:10.903000
backdoorctf23-php_sucks,['web'],"luc_f3r, winters0x168, z_pacifist",2023-12-16 18:09:58.048000
hacktheon-quals24-rumor4,['forensics'],"azr43lkn1ght, jl_24, gh0stkn1ght, sp3p3x, hrippi.x_, rudraagh, kr4z31n, __m1m1__",2024-04-27 08:00:32.386000
corctf24-rock-paper-scissors,['web'],"exigent07, k0w4lzk1, h3ri0s",2024-07-28 15:40:57.024000
compfest24-chicken-daddy,['web'],h3ri0s,2024-09-08 10:37:42.921000
hsctf21-warmup,reverse,Barla Abhishek,2021-06-15 08:22:30.599000
b01lersctf24-zero-to-hero,['pwn'],"tourpran, silence_",2024-04-13 16:09:12.831000
ctfzone-quals23-bounty_the_b4r,['web'],"lu513n, z_pacifist, luc_f3r, ma1f0y_, alfin, win.ters",2023-08-13 01:57:23.716000
domctf23-jcoin,['web'],"ls.exe, amunrha",2023-10-06 17:59:44.174000
umdctf24-ready_aim_fire,['pwn'],tourpran,2024-04-27 10:16:08.937000
osugamingctf-mikufanpage,['web'],"k0w4lsk1_, r0h1t.pxh",2024-03-02 01:30:59.659000
htbunictf21-peel_back_the_layers,forensics,careless_finch,2021-11-19 19:10:09.592000
tamuctf24-reveille-petter,['reverse'],the.m3chanic,2024-04-06 03:56:35.770000
devctf22t2-getargs,reverse,kim_chi,2022-05-07 17:55:36.993000
htbcactf-bashic_ransomware,['forensics'],"sp3p3x, Azr43lKn1ght, w3!rd5h4rk, gh0stkn1ght, Jl, B1u33",2023-03-21 21:35:17.341000
csawfinals22-roulette,reverse,"AmunRha, retr0ds, Barla Abhishek",2022-11-11 10:40:12.116000
tamuctf24-deleted,['forensics'],__m1m1__,2024-04-06 04:59:11.885000
backdoorctf23-armoured-notes,['web'],"winters0x168, luc_f3r, z_pacifist, l0x.me, avntka",2023-12-17 00:37:30.013000
tamuctf24-rift,['pwn'],"silence_, heartstoller",2024-04-06 16:06:41.173000
hacktheon-quals24-confidential,['misc'],"azr43lkn1ght, gh0stkn1ght, jl_24, sp3p3x, rudraagh, kr4z31n",2024-04-27 06:26:47.871000
imaginaryctf24-bank-revenge,['blockchain'],"komalrao, silence_",2024-07-21 11:50:59.536000
zer0ptsctf23-easy_factoring,['crypto'],victim1307,2023-07-16 07:58:42.872000
midnightsunquals21-bob_b,crypto,careless_finch,2021-04-10 01:38:04.103000
lactf23-queue,web,"Lu513n, Aneesh",2023-02-12 00:22:35.334000
defcamp22-paracode,web,"Rohit Narayanan M, Sk4d00.sh, Aneesh, Sayooj B Kumar, yadhu",2022-02-11 16:01:19.992000
vishwactf24-whoami,['misc'],"silence_, b4tmite, heartstoller",2024-03-01 17:45:11.214000
amateursctf24-typo,['reverse'],tricky_ninja,2024-04-05 23:19:51.626000
hacktheon-quals24-githubreadme,['web'],"alfin3313, z_pacifist, luc_f3r",2024-04-27 09:45:44.453000
